company_id,company_name,headquarters_country,headquarters_city,founded_year,employee_count,annual_revenue_usd,rpa_platform,cloud_support,ai_integration,process_mining_support,low_code_support,market_share_percent,customer_count,industry_focus,website,global_region
CMP02901,SyncBot,Vietnam,Hanoi,2012,129,17224284,Pega Platform,Yes,Yes,Yes,Yes,0.003,149,Technology & IT Services,https://www.syncbot.com,Asia-Pacific
CMP02902,BrightLink75,United Kingdom,Cambridge,2007,13,1631003,OpenBots,Yes,Yes,No,Yes,0.004,40,Construction & Engineering,https://www.brightlink75.com,Europe
CMP02903,ARELabs,Germany,Cologne,2011,37,7944814,MuleSoft RPA,Partial,Yes,Yes,Yes,0.051,24,Banking & Financial Services,https://www.arelabs.com,Europe
CMP02904,CogniCore,France,Toulouse,2004,330,261993038,NICE Robotic Automation,No,Partial,No,Yes,0.028,1789,Chemical & Materials,https://www.cognicore.com,Europe
CMP02905,Blue Synth81,Italy,Florence,2017,161,37789756,Botpath,Yes,Yes,Yes,Yes,0.048,247,Banking & Financial Services,https://www.bluesynth81.com,Europe
CMP02906,Nova ProcessGenius18,China,Shenzhen,2021,328,74232957,Laiye,Yes,Yes,No,No,0.008,136,Legal Services,https://www.novaprocessgenius18.com,Asia-Pacific
CMP02907,NetData7,China,Wuhan,2022,37,6054595,Automation Anywhere,Yes,Partial,Yes,No,0.014,19,Professional Services & Consulting,https://www.netdata7.com,Asia-Pacific
CMP02908,Prism AutoMate,United States,Dallas,2024,10,1390643,TCS BaNCS RPA,Yes,Partial,No,No,0.006,11,Retail & E-Commerce,https://www.prismautomate.com,North America
CMP02909,NSTech81,Italy,Milan,1996,119,23173066,Cognizant RPA,No,No,Yes,No,0.001,325,Manufacturing,https://www.nstech81.com,Europe
CMP02910,MABot1860,Japan,Osaka,2021,96,9121321,Hansight RPA,No,Yes,Yes,Yes,0.162,27,Energy & Utilities,https://www.mabot1860.com,Asia-Pacific
CMP02911,Pinnacle Systems51,United Arab Emirates,Abu Dhabi,1996,8,2916903,Kofax RPA,Yes,Partial,Yes,Yes,0.004,21,Real Estate,https://www.pinnaclesystems51.com,Middle East
CMP02912,Logic Nexus,Brazil,Rio de Janeiro,2011,96,8223503,Pega Platform,No,Yes,No,Yes,0.083,30,Life Sciences,https://www.logicnexus.com,South America
CMP02913,Proactive LogicBot,Saudi Arabia,Dammam,2014,62,3957623,Wipro HOLMES,Yes,No,Yes,Yes,0.02,50,Automotive,https://www.proactivelogicbot.com,Middle East
CMP02914,Blue BotSphere,Taiwan,Taipei,2015,58,9175871,RoboTask,Yes,No,Yes,Yes,0.007,20,Technology & IT Services,https://www.bluebotsphere.com,Asia-Pacific
CMP02915,GPSLabs,China,Beijing,2019,66,6825099,Kofax RPA,Partial,Yes,No,Yes,0.01,49,Nonprofit & NGO,https://www.gpslabs.com,Asia-Pacific
CMP02916,GridBase,United Kingdom,Manchester,2013,222,122197918,Botpath,No,Yes,Yes,Yes,0.001,2448,Telecommunications,https://www.gridbase.com,Europe
CMP02917,NetCyber50,Spain,Madrid,2018,72,4111767,Botpath,Yes,Partial,Yes,Yes,0.009,25,Agriculture & Food Processing,https://www.netcyber50.com,Europe
CMP02918,AlphaFlow88,Poland,Wroclaw,2021,50,3647594,MuleSoft RPA,Yes,Yes,Yes,Yes,0.005,49,Real Estate,https://www.alphaflow88.com,Europe
CMP02919,TechQuantum88,United States,Portland,2015,96,11182414,Cognizant RPA,Yes,Yes,No,Yes,0.017,332,Retail & E-Commerce,https://www.techquantum88.com,North America
CMP02920,AASystems52,India,Hyderabad,2017,68,4360383,NICE Robotic Automation,Yes,Yes,Yes,No,0.012,42,Technology & IT Services,https://www.aasystems52.com,Asia-Pacific
CMP02921,ForgeBase,United States,Los Angeles,2016,80,17266452,Jacada,Yes,Partial,Yes,Yes,0.031,459,Hospitality & Travel,https://www.forgebase.com,North America
CMP02922,BridgeData6,India,Jaipur,2015,7,1000000,Pega Platform,Yes,Yes,No,Yes,0.063,12,Insurance,https://www.bridgedata6.com,Asia-Pacific
CMP02923,Sentient SmartWorks39,Denmark,Odense,2010,16,3200463,Jidoka RPA,Partial,Partial,No,Yes,0.026,12,Technology & IT Services,https://www.sentientsmartworks39.com,Europe
CMP02924,Lumina AutoMate,France,Strasbourg,2009,237,39233282,EdgeVerve AssistEdge,No,Yes,Yes,Yes,0.126,474,Healthcare & Pharmaceuticals,https://www.luminaautomate.com,Europe
CMP02925,WaveQuantum1,Canada,Toronto,2017,53,5886932,AutoHotkey Enterprise,Yes,Yes,Yes,Yes,0.008,6,Construction & Engineering,https://www.wavequantum1.com,North America
CMP02926,Matrix Solutions,Argentina,Rosario,2008,23,6204296,Laiye,Yes,No,No,Yes,0.001,47,Transportation & Logistics,https://www.matrixsolutions.com,South America
CMP02927,Everest FlowMind,South Africa,Pretoria,2004,129,74150449,NICE Robotic Automation,Yes,Yes,Yes,Yes,0.003,88,Nonprofit & NGO,https://www.everestflowmind.com,Africa
CMP02928,Ultra ProcessGenius,China,Chengdu,2009,9,1697074,VisualCron,Yes,Yes,No,Yes,0.008,27,Aerospace & Defense,https://www.ultraprocessgenius.com,Asia-Pacific
CMP02929,AGMTech91,Poland,Wroclaw,2015,17,2638884,TCS BaNCS RPA,Partial,No,Yes,Yes,0.001,47,Banking & Financial Services,https://www.agmtech91.com,Europe
CMP02930,Prime Flow,United States,Portland,2022,11,1548673,MuleSoft RPA,No,Yes,No,Yes,0.001,15,Chemical & Materials,https://www.primeflow.com,North America
CMP02931,Smart Technologies,Egypt,Cairo,2007,63,13999764,Appian,Yes,No,Yes,Yes,0.031,480,Chemical & Materials,https://www.smarttechnologies.com,Africa
CMP02932,Vertex SmartProcess47,Brazil,Porto Alegre,2016,134,23294875,Laiye,Yes,Yes,No,Yes,0.016,287,Government & Public Sector,https://www.vertexsmartprocess47.com,South America
CMP02933,Emergent CognitiveTech5,Portugal,Coimbra,2013,316,187557465,Blue Prism (SS&C),No,Yes,No,Yes,0.014,2115,Professional Services & Consulting,https://www.emergentcognitivetech5.com,Europe
CMP02934,NexusVertex,Canada,Waterloo,2019,70,6268324,Blue Prism (SS&C),Yes,Yes,Yes,No,0.003,30,Government & Public Sector,https://www.nexusvertex.com,North America
CMP02935,ANSolutions,United States,Austin,2011,5,1000000,Jacada,Yes,Yes,No,No,0.007,24,Telecommunications,https://www.ansolutions.com,North America
CMP02936,ProcessCloud,United States,Miami,2019,90,15579740,HelpSystems Automate,Yes,Yes,Yes,No,0.005,256,Aerospace & Defense,https://www.processcloud.com,North America
CMP02937,BridgeTech60,Taiwan,Taichung,2014,6,1046725,Softomotive,Yes,Yes,No,No,0.056,29,Transportation & Logistics,https://www.bridgetech60.com,Asia-Pacific
CMP02938,PulseMeta,Taiwan,Taipei,2010,201,82368037,OpenBots,Yes,No,Yes,Yes,0.011,219,Nonprofit & NGO,https://www.pulsemeta.com,Asia-Pacific
CMP02939,Advanced DataBot9,United States,Houston,1999,370,129222745,Pega Platform,Partial,Yes,No,No,0.001,489,Mining & Metals,https://www.advanceddatabot9.com,North America
CMP02940,CogniHyper,Sweden,Uppsala,2022,58,3592487,NICE Robotic Automation,Yes,Partial,Yes,Yes,0.004,23,Construction & Engineering,https://www.cognihyper.com,Europe
CMP02941,NAGroup,Germany,Stuttgart,2018,156,70349903,AntWorks,Partial,Yes,Yes,Yes,0.007,311,Nonprofit & NGO,https://www.nagroup.com,Europe
CMP02942,Advanced LogicBot99,Spain,Valencia,2012,24,5809624,Jacada,Yes,Yes,No,Yes,0.114,34,Nonprofit & NGO,https://www.advancedlogicbot99.com,Europe
CMP02943,Digital Nexus65,Netherlands,The Hague,2024,15,1016008,Pega Platform,Yes,Yes,Yes,No,0.008,21,Nonprofit & NGO,https://www.digitalnexus65.com,Europe
CMP02944,Lighthouse Robotics41,Malaysia,Johor Bahru,2013,658,375008367,Rocketbot,Yes,No,No,Yes,0.046,606,Telecommunications,https://www.lighthouserobotics41.com,Asia-Pacific
CMP02945,Nova Systems,France,Marseille,2005,94,8381187,Pega Platform,Yes,Yes,No,Yes,0.005,30,Chemical & Materials,https://www.novasystems.com,Europe
CMP02946,Emergent AutoMate22,United Kingdom,London,2016,17,1281953,Cognizant RPA,Yes,Yes,Yes,No,0.018,34,Manufacturing,https://www.emergentautomate22.com,Europe
CMP02947,BrightCloud73,Japan,Osaka,2016,21,3135012,UiPath,Yes,Partial,No,No,0.002,22,Insurance,https://www.brightcloud73.com,Asia-Pacific
CMP02948,Stratos DataBot,Spain,Valencia,2010,202,131446437,EdgeVerve AssistEdge,Yes,Yes,No,Yes,0.005,2447,Aerospace & Defense,https://www.stratosdatabot.com,Europe
CMP02949,ProcessTech44,Poland,Poznan,2014,325,45527454,Laiye,Yes,Yes,No,Yes,0.005,418,Mining & Metals,https://www.processtech44.com,Europe
CMP02950,ISTech,Romania,Timisoara,2014,42,3672985,OpenBots,Yes,Yes,Yes,Yes,0.027,37,Banking & Financial Services,https://www.istech.com,Europe
CMP02951,IARCorp,China,Chengdu,2013,30,6732350,UiPath,Yes,Yes,No,Yes,0.001,11,Legal Services,https://www.iarcorp.com,Asia-Pacific
CMP02952,Optima DataBot2,Nigeria,Lagos,2007,57,3051063,Laiye,Yes,Partial,No,Yes,0.027,20,Insurance,https://www.optimadatabot2.com,Africa
CMP02953,TechPulse,Brazil,Brasilia,2008,14,2943142,Kofax RPA,No,Yes,Yes,Yes,0.071,33,Professional Services & Consulting,https://www.techpulse.com,South America
CMP02954,Meridian DataBot,Canada,Ottawa,2018,39,7657873,Cognizant RPA,Yes,Partial,No,Yes,0.018,24,Legal Services,https://www.meridiandatabot.com,North America
CMP02955,TechVault CogniFlow9,India,Mumbai,2021,16,2698288,SAP iRPA,No,Yes,No,No,0.003,22,Healthcare & Pharmaceuticals,https://www.techvaultcogniflow9.com,Asia-Pacific
CMP02956,Radiant BotForge,Singapore,Singapore,2019,11,1431920,Cognizant RPA,Partial,Partial,No,Yes,0.006,40,Hospitality & Travel,https://www.radiantbotforge.com,Asia-Pacific
CMP02957,Vanguard SmartOps58,Japan,Osaka,2010,22,4770262,WorkFusion,Yes,Yes,Yes,Yes,0.006,31,Technology & IT Services,https://www.vanguardsmartops58.com,Asia-Pacific
CMP02958,Vortex AutoBrain,China,Beijing,2017,24,3870839,AutomationEdge,Yes,No,No,Yes,0.049,11,Aerospace & Defense,https://www.vortexautobrain.com,Asia-Pacific
CMP02959,Dynamic AutomateIQ,Saudi Arabia,Mecca,2019,16,1700251,WorkFusion,Partial,Yes,No,Yes,0.001,40,Mining & Metals,https://www.dynamicautomateiq.com,Middle East
CMP02960,Smart Intelligence,Sweden,Stockholm,2014,137,19037907,MuleSoft RPA,Yes,Yes,Yes,No,0.086,178,Mining & Metals,https://www.smartintelligence.com,Europe
CMP02961,NELabs,Denmark,Aarhus,2018,69,4676681,Datamatics Truzo,Yes,Yes,Yes,Yes,0.007,21,Mining & Metals,https://www.nelabs.com,Europe
CMP02962,Innovate BotSphere,United Arab Emirates,Dubai,1986,193,123150938,EdgeVerve AssistEdge,Yes,Yes,No,No,0.002,537,Banking & Financial Services,https://www.innovatebotsphere.com,Middle East
CMP02963,Infinity BotSphere,United States,New York,2013,54,8215847,Wipro HOLMES,Yes,Partial,No,Yes,0.033,5,Hospitality & Travel,https://www.infinitybotsphere.com,North America
CMP02964,SyncSwift1,India,Noida,2003,432,343369511,Jacada,Yes,No,Yes,No,0.015,1024,Education,https://www.syncswift1.com,Asia-Pacific
CMP02965,Hyperion ProcessPro,United Kingdom,Oxford,1997,406,309105000,Pega Platform,Yes,Yes,No,No,0.001,1402,Transportation & Logistics,https://www.hyperionprocesspro.com,Europe
CMP02966,Pinnacle SmartOps,Canada,Toronto,2022,30,4068263,UiPath,Yes,No,No,Yes,0.003,8,Media & Entertainment,https://www.pinnaclesmartops.com,North America
CMP02967,Vertex Workforce,Vietnam,Da Nang,2005,144,81356547,Datamatics Truzo,Yes,Yes,Yes,Yes,0.031,216,Chemical & Materials,https://www.vertexworkforce.com,Asia-Pacific
CMP02968,IntelliLab,United Arab Emirates,Sharjah,2018,372,193256417,Kofax RPA,Yes,Yes,Yes,Yes,0.038,1673,Education,https://www.intellilab.com,Middle East
CMP02969,Digital BrainBot77,France,Paris,2017,70,13774000,Winautomation,Yes,Yes,No,Yes,0.035,159,Mining & Metals,https://www.digitalbrainbot77.com,Europe
CMP02970,Pinnacle Tech47,Argentina,Mendoza,2017,24,2154798,SAP iRPA,Yes,Yes,No,Yes,0.009,48,Professional Services & Consulting,https://www.pinnacletech47.com,South America
CMP02971,TechNeuro19,Australia,Sydney,2023,6,1000000,Cognizant RPA,Yes,Yes,No,Yes,0.013,12,Education,https://www.techneuro19.com,Asia-Pacific
CMP02972,GridBright,South Africa,Durban,2019,5,1000000,MuleSoft RPA,No,Yes,Yes,Yes,0.001,32,Energy & Utilities,https://www.gridbright.com,Africa
CMP02973,GateBase,South Korea,Busan,2013,52,12369456,AutoHotkey Enterprise,Yes,Yes,Yes,No,0.005,418,Nonprofit & NGO,https://www.gatebase.com,Asia-Pacific
CMP02974,PNESolutions,Taiwan,Kaohsiung,1994,66,10648523,AutomationEdge,Yes,No,Yes,Yes,0.007,100,Aerospace & Defense,https://www.pnesolutions.com,Asia-Pacific
CMP02975,Matrix Logic90,Philippines,Davao,2019,73,3884934,Power Automate,Yes,No,Yes,Yes,0.001,48,Retail & E-Commerce,https://www.matrixlogic90.com,Asia-Pacific
CMP02976,Summit Tech,United Kingdom,London,2013,18,1000000,TCS BaNCS RPA,Yes,Yes,Yes,Yes,0.102,45,Telecommunications,https://www.summittech.com,Europe
CMP02977,FlowRobo,United States,Atlanta,2019,30,2036849,RoboTask,No,Yes,Yes,Yes,0.042,17,Healthcare & Pharmaceuticals,https://www.flowrobo.com,North America
CMP02978,GateSmart,Mexico,Queretaro,1994,120,118106200,Wipro HOLMES,Yes,Yes,Yes,Yes,0.006,958,Aerospace & Defense,https://www.gatesmart.com,North America
CMP02979,Universal IntelliBot,China,Nanjing,2012,25,2543347,NICE Robotic Automation,Yes,Yes,Yes,Yes,0.001,9,FMCG & Consumer Goods,https://www.universalintellibot.com,Asia-Pacific
CMP02980,Optima Intelligence,Australia,Gold Coast,2020,72,7024129,Power Automate,Yes,Partial,Yes,Yes,0.003,36,Aerospace & Defense,https://www.optimaintelligence.com,Asia-Pacific
CMP02981,Atlas AutomateIQ90,United States,Dallas,2007,5,1000000,Datamatics Truzo,Yes,Yes,Yes,Yes,0.003,5,Automotive,https://www.atlasautomateiq90.com,North America
CMP02982,Universal Robotics,Japan,Fukuoka,2017,60,11269422,OpenBots,Yes,Yes,Yes,Yes,0.001,427,Hospitality & Travel,https://www.universalrobotics.com,Asia-Pacific
CMP02983,Velocity Solutions,Egypt,Cairo,2017,55,9174566,MuleSoft RPA,Partial,Partial,No,Yes,0.436,20,Professional Services & Consulting,https://www.velocitysolutions.com,Africa
CMP02984,CAGroup,Ghana,Accra,2013,35,1565082,Contextor,Yes,Partial,Yes,No,0.008,32,Transportation & Logistics,https://www.cagroup.com,Africa
CMP02985,ClearCraft,Romania,Bucharest,2021,73,2892260,SAP iRPA,Yes,Yes,Yes,Yes,0.003,14,Professional Services & Consulting,https://www.clearcraft.com,Europe
CMP02986,ProcessBase34,United States,Miami,2005,57,15338242,SAP iRPA,No,Yes,No,Yes,0.017,146,Media & Entertainment,https://www.processbase34.com,North America
CMP02987,AMSystems,New Zealand,Wellington,2016,135,25694506,Appian,Yes,Partial,Yes,Yes,0.005,339,Retail & E-Commerce,https://www.amsystems.com,Asia-Pacific
CMP02988,Catalyst RoboMind26,India,Hyderabad,2020,39,6236486,Power Automate,Yes,No,No,Yes,0.062,18,Hospitality & Travel,https://www.catalystrobomind26.com,Asia-Pacific
CMP02989,GridGate50,United Kingdom,Manchester,2019,118,36179989,EdgeVerve AssistEdge,Yes,No,Yes,Yes,0.016,74,Government & Public Sector,https://www.gridgate50.com,Europe
CMP02990,Trident Automation74,United States,Seattle,2016,13,2359329,VisualCron,Yes,Yes,No,Yes,0.039,42,Agriculture & Food Processing,https://www.tridentautomation74.com,North America
CMP02991,Fusion CognitiveTech,Malaysia,Johor Bahru,2016,10,1000000,WorkFusion,Yes,Yes,No,Yes,0.022,1,Nonprofit & NGO,https://www.fusioncognitivetech.com,Asia-Pacific
CMP02992,BridgePulse,China,Shenzhen,2020,77,14340521,HelpSystems Automate,Yes,Yes,Yes,Yes,0.019,303,Healthcare & Pharmaceuticals,https://www.bridgepulse.com,Asia-Pacific
CMP02993,Velocity Intelligence43,Australia,Gold Coast,2005,115,71824237,Rocketbot,Yes,Yes,No,Yes,0.009,93,Insurance,https://www.velocityintelligence43.com,Asia-Pacific
CMP02994,RCAI,Argentina,Buenos Aires,2018,5,1000000,Automation Anywhere,Yes,Yes,Yes,Yes,0.027,18,Telecommunications,https://www.rcai.com,South America
CMP02995,Mega IntelliBot,Czech Republic,Brno,2007,25,4284348,TCS BaNCS RPA,Yes,Yes,No,Yes,0.003,50,Government & Public Sector,https://www.megaintellibot.com,Europe
CMP02996,Intelligent Cybernetic58,Japan,Tokyo,2010,28,2403828,TCS BaNCS RPA,Yes,Partial,Yes,Yes,0.011,32,Construction & Engineering,https://www.intelligentcybernetic58.com,Asia-Pacific
CMP02997,Eclipse BrainStorm AI,Japan,Yokohama,2017,55,8889943,Blue Prism (SS&C),Yes,Yes,No,Yes,0.01,20,Education,https://www.eclipsebrainstormai.com,Asia-Pacific
CMP02998,Catalyst CognitiveFlow,Norway,Bergen,1994,9,1753869,AutomationEdge,Yes,Yes,Yes,No,0.008,25,Construction & Engineering,https://www.catalystcognitiveflow.com,Europe
CMP02999,CraftSpark62,Brazil,Brasilia,2015,7,1106798,Botpath,Yes,Yes,Yes,Yes,0.018,13,Automotive,https://www.craftspark62.com,South America
CMP03000,DigitalPulse,Vietnam,Hanoi,2007,52,10588172,Appian,Yes,Yes,Yes,No,0.002,37,Legal Services,https://www.digitalpulse.com,Asia-Pacific
CMP03001,Evolution Workforce,United States,Austin,2015,8,1000000,Winautomation,Yes,Yes,Yes,Yes,0.044,3,Real Estate,https://www.evolutionworkforce.com,North America
CMP03002,EPACorp,France,Bordeaux,2014,148,37596465,Automation Anywhere,Yes,Partial,Yes,Yes,0.003,130,Government & Public Sector,https://www.epacorp.com,Europe
CMP03003,Radiant Dynamics,Germany,Cologne,2011,76,18615088,EdgeVerve AssistEdge,No,Yes,No,Yes,0.134,241,Insurance,https://www.radiantdynamics.com,Europe
CMP03004,WavePort28,India,Delhi,2008,163,53218811,Infosys Nia,No,Partial,Yes,No,0.002,210,Technology & IT Services,https://www.waveport28.com,Asia-Pacific
CMP03005,Orion AutoSys77,India,Jaipur,2008,47,5856499,Jacada,Yes,Yes,Yes,No,0.002,43,Chemical & Materials,https://www.orionautosys77.com,Asia-Pacific
CMP03006,NexusBridge68,Australia,Perth,2024,5,1000000,Pega Platform,Yes,Partial,Yes,Yes,0.012,44,Healthcare & Pharmaceuticals,https://www.nexusbridge68.com,Asia-Pacific
CMP03007,Universal Technologies3,Poland,Warsaw,2012,22,3552704,Botpath,Yes,No,Yes,Yes,0.05,25,Insurance,https://www.universaltechnologies3.com,Europe
CMP03008,Trident Automate,Japan,Yokohama,1989,346,176270112,Wipro HOLMES,Yes,No,Yes,Yes,0.013,1166,Education,https://www.tridentautomate.com,Asia-Pacific
CMP03009,Elite SmartOps,China,Hangzhou,2016,85,5845681,Contextor,Yes,No,No,No,0.013,43,Professional Services & Consulting,https://www.elitesmartops.com,Asia-Pacific
CMP03010,HubCore,Spain,Bilbao,2022,10,1000000,VisualCron,Yes,Yes,Yes,Yes,0.037,44,Nonprofit & NGO,https://www.hubcore.com,Europe
CMP03011,Ultra BotLogic3,India,Jaipur,2024,11,1487386,AutoHotkey Enterprise,Yes,No,Yes,Yes,0.001,18,Oil & Gas,https://www.ultrabotlogic3.com,Asia-Pacific
CMP03012,Eclipse DataBot92,Singapore,Singapore,2019,5,1000000,Rocketbot,Yes,Yes,Yes,Yes,0.007,42,Energy & Utilities,https://www.eclipsedatabot92.com,Asia-Pacific
CMP03013,Stellar Logic60,Taiwan,Hsinchu,2003,32,7661052,EdgeVerve AssistEdge,Yes,Yes,No,No,0.057,4,FMCG & Consumer Goods,https://www.stellarlogic60.com,Asia-Pacific
CMP03014,Titan Mind,Japan,Sapporo,2020,38,3406520,Botpath,Yes,Partial,No,Yes,0.008,18,Hospitality & Travel,https://www.titanmind.com,Asia-Pacific
CMP03015,Meridian RoboMind,Spain,Bilbao,2019,452,121398930,Blue Prism (SS&C),Yes,Partial,Yes,Yes,0.038,2000,Chemical & Materials,https://www.meridianrobomind.com,Europe
CMP03016,Genesis Automate,South Korea,Incheon,2016,632,251346810,Blue Prism (SS&C),Yes,Yes,Yes,Yes,0.013,288,Government & Public Sector,https://www.genesisautomate.com,Asia-Pacific
CMP03017,ANSBot,Finland,Turku,2024,58,5515126,EdgeVerve AssistEdge,Yes,Yes,Yes,Yes,0.004,8,FMCG & Consumer Goods,https://www.ansbot.com,Europe
CMP03018,Summit IntelliBot39,India,Bangalore,2011,25,4730055,EdgeVerve AssistEdge,Yes,Partial,Yes,No,0.002,43,Oil & Gas,https://www.summitintellibot39.com,Asia-Pacific
CMP03019,Delta Works,India,Hyderabad,2024,31,4750107,Laiye,Partial,Yes,Yes,Yes,0.023,47,Healthcare & Pharmaceuticals,https://www.deltaworks.com,Asia-Pacific
CMP03020,Lighthouse IntelliBot,Taiwan,Taipei,2019,189,92824633,EdgeVerve AssistEdge,Yes,Yes,No,Yes,0.025,474,Banking & Financial Services,https://www.lighthouseintellibot.com,Asia-Pacific
CMP03021,Apex BotSphere37,United States,Denver,2011,65,2859785,MuleSoft RPA,Yes,No,Yes,Yes,1.304,6,Government & Public Sector,https://www.apexbotsphere37.com,North America
CMP03022,Lighthouse CogniFlow,South Korea,Busan,2024,65,7022987,NICE Robotic Automation,No,Yes,Yes,Yes,0.06,14,Government & Public Sector,https://www.lighthousecogniflow.com,Asia-Pacific
CMP03023,LinkCore96,Spain,Barcelona,2019,43,7980520,Rocketbot,Yes,Yes,No,No,0.062,43,Construction & Engineering,https://www.linkcore96.com,Europe
CMP03024,Dynamic Automation51,Japan,Osaka,2018,54,10006573,Laiye,Yes,Yes,No,Yes,0.012,465,Media & Entertainment,https://www.dynamicautomation51.com,Asia-Pacific
CMP03025,SASolutions6,Poland,Poznan,1996,185,135403301,UiPath,Yes,Yes,No,Yes,0.094,2001,Chemical & Materials,https://www.sasolutions6.com,Europe
CMP03026,Prism Technologies16,United Kingdom,London,1986,275,100779919,Hansight RPA,Yes,Yes,Yes,Yes,0.054,2448,Life Sciences,https://www.prismtechnologies16.com,Europe
CMP03027,Lumina AutoPilot,China,Wuhan,2002,90,6174753,SAP iRPA,Yes,Partial,Yes,Yes,0.005,38,Aerospace & Defense,https://www.luminaautopilot.com,Asia-Pacific
CMP03028,DPTech,Norway,Bergen,2017,32,2923344,AutoHotkey Enterprise,Yes,Yes,Yes,Yes,0.038,5,Agriculture & Food Processing,https://www.dptech.com,Europe
CMP03029,PortPulse,China,Wuhan,2016,8,1000000,Robocorp,Yes,Yes,Yes,No,0.016,46,Agriculture & Food Processing,https://www.portpulse.com,Asia-Pacific
CMP03030,Elite SmartProcess,Brazil,Sao Paulo,2024,11,1000000,NICE Robotic Automation,Yes,Yes,Yes,Yes,0.007,27,Agriculture & Food Processing,https://www.elitesmartprocess.com,South America
CMP03031,AAMTech,India,Pune,2024,11,1000000,Blue Prism (SS&C),Yes,Yes,Yes,Yes,0.005,2,Chemical & Materials,https://www.aamtech.com,Asia-Pacific
CMP03032,BridgePrime17,Indonesia,Medan,2012,48,3125031,Datamatics Truzo,Yes,Yes,No,No,0.018,14,Automotive,https://www.bridgeprime17.com,Asia-Pacific
CMP03033,Global Systems28,Taiwan,Hsinchu,2011,15,3374569,Automation Anywhere,Yes,Yes,No,No,0.043,4,Chemical & Materials,https://www.globalsystems28.com,Asia-Pacific
CMP03034,Stellar BrainStorm AI5,Egypt,Alexandria,2010,16,1895923,HelpSystems Automate,Yes,No,Yes,Yes,0.101,37,Retail & E-Commerce,https://www.stellarbrainstormai5.com,Africa
CMP03035,DockCyber,Philippines,Davao,2014,20,1918490,Datamatics Truzo,Yes,Yes,Yes,Yes,0.002,33,Manufacturing,https://www.dockcyber.com,Asia-Pacific
CMP03036,Advanced BrainStorm AI56,France,Nice,2002,95,24232898,HelpSystems Automate,Yes,Partial,No,No,0.039,120,Government & Public Sector,https://www.advancedbrainstormai56.com,Europe
CMP03037,Logic SmartProcess,United Kingdom,Manchester,2015,14,1420169,Power Automate,Partial,Partial,Yes,Yes,0.005,20,Nonprofit & NGO,https://www.logicsmartprocess.com,Europe
CMP03038,NGLabs,Netherlands,The Hague,1996,234,57161000,AutomationEdge,Yes,Partial,Yes,Yes,0.003,78,Construction & Engineering,https://www.nglabs.com,Europe
CMP03039,ForgeNet,Germany,Berlin,2022,318,102451013,Appian,Yes,Yes,No,Yes,0.035,2685,Construction & Engineering,https://www.forgenet.com,Europe
CMP03040,Emergent AI,Spain,Seville,2012,103,46806731,AntWorks,Partial,Yes,Yes,No,0.042,427,Telecommunications,https://www.emergentai.com,Europe
CMP03041,Atlas AutoSys,Mexico,Guadalajara,2017,14,1000000,VisualCron,Partial,Yes,Yes,Yes,0.008,1,Technology & IT Services,https://www.atlasautosys.com,North America
CMP03042,Velocity ProcessGenius67,Singapore,Singapore,2018,16,3070298,Blue Prism (SS&C),Yes,Yes,Yes,Yes,0.026,35,FMCG & Consumer Goods,https://www.velocityprocessgenius67.com,Asia-Pacific
CMP03043,Matrix ProcessGenius,Switzerland,Basel,2010,31,5367114,Laiye,Yes,Yes,No,No,0.024,43,Retail & E-Commerce,https://www.matrixprocessgenius.com,Europe
CMP03044,Eclipse AutoDynamics,United States,Miami,2024,23,1000000,Jidoka RPA,No,Partial,Yes,No,0.023,24,Mining & Metals,https://www.eclipseautodynamics.com,North America
CMP03045,GateBright,Spain,Bilbao,2015,36,5892955,EdgeVerve AssistEdge,Yes,Yes,No,Yes,0.015,42,Transportation & Logistics,https://www.gatebright.com,Europe
CMP03046,Universal DataBot56,United States,San Jose,2004,40,9596236,Rocketbot,Yes,Yes,Yes,No,0.01,23,Banking & Financial Services,https://www.universaldatabot56.com,North America
CMP03047,ASSystems,Belgium,Antwerp,2022,113,23560483,Wipro HOLMES,Yes,No,Yes,No,0.002,198,Media & Entertainment,https://www.assystems.com,Europe
CMP03048,Titan SmartWorks,Germany,Frankfurt,2015,30,4678705,Robocorp,Yes,Yes,No,Yes,0.005,9,Automotive,https://www.titansmartworks.com,Europe
CMP03049,QuantumTech,United States,Dallas,2014,44,4464744,Laiye,Yes,Yes,Yes,Yes,0.022,33,Manufacturing,https://www.quantumtech.com,North America
CMP03050,PulseSmart42,Switzerland,Basel,2018,130,50772784,TCS BaNCS RPA,Yes,Yes,Yes,No,0.003,320,Mining & Metals,https://www.pulsesmart42.com,Europe
CMP03051,Elite DataBot83,Germany,Stuttgart,2019,37,2103094,SAP iRPA,Yes,Partial,Yes,Yes,0.005,47,Government & Public Sector,https://www.elitedatabot83.com,Europe
CMP03052,Quantum Process,China,Beijing,2011,397,92508314,Pega Platform,Partial,Yes,No,Yes,0.009,89,Retail & E-Commerce,https://www.quantumprocess.com,Asia-Pacific
CMP03053,LinkSync47,Taiwan,Kaohsiung,2002,149,90539540,Appian,Yes,Yes,No,Yes,0.061,356,Aerospace & Defense,https://www.linksync47.com,Asia-Pacific
CMP03054,Horizon AI,Germany,Cologne,1988,104,44089104,Datamatics Truzo,Yes,Partial,Yes,No,0.005,70,Transportation & Logistics,https://www.horizonai.com,Europe
